Conversion Block Name                                                           	Avg Time(ms)	Avg User(ms)	Avg Sys(ms)	Total Ctx Sw
RGB24 to YUV422P - FR - SSE2/SSSE3 - fast resampling                            	  1.620890	  1.640100	  0.000000	         2
RGB24 to YUV422P - bt.601 - SSE2/SSSE3 - fast resampling                        	  1.663373	  1.640100	  0.040000	         1
RGB24 to YUV422P - bt.709 - SSE2/SSSE3 - fast resampling                        	  1.655514	  1.640110	  0.000000	         2
RGB24 to YUV422P - FR - SSE2/SSSE3 - avg resampling                             	  2.253778	  2.280140	  0.000000	         2
RGB24 to YUV422P - bt.601 - SSE2/SSSE3 - avg resampling                         	  2.292743	  2.280140	  0.000000	         2
RGB24 to YUV422P - bt.709 - SSE2/SSSE3 - avg resampling                         	  2.297457	  2.320150	  0.000000	         1
RGB24 to YUV422P - FR - SSE2 - fast resampling                                  	  4.037067	  4.040260	  0.000000	         1
RGB24 to YUV422P - bt.601 - SSE2 - fast resampling                              	  4.034653	  4.000250	  0.040000	         2
RGB24 to YUV422P - bt.709 - SSE2 - fast resampling                              	  4.056395	  4.040250	  0.000000	         3
RGB24 to YUV422P - FR - SSE2 - avg resampling                                   	  4.499037	  4.440270	  0.040010	         2
RGB24 to YUV422P - bt.601 - SSE2 - avg resampling                               	  4.688925	  4.680290	  0.040000	         2
RGB24 to YUV422P - bt.709 - SSE2 - avg resampling                               	  4.677483	  4.640290	  0.040000	         2
RGB24 to YUV422P - FR - NON-SSE - fast resampling                               	 12.738774	 12.720790	  0.000000	         4
RGB24 to YUV422P - bt.601 - NON-SSE - fast resampling                           	 12.718268	 12.720800	  0.000000	         4
RGB24 to YUV422P - bt.709 - NON-SSE - fast resampling                           	 12.749418	 12.720800	  0.000000	         3
RGB24 to YUV422P - FR - NON-SSE - avg resampling                                	 14.853764	 14.720930	  0.040010	         3
RGB24 to YUV422P - bt.601 - NON-SSE - avg resampling                            	 14.855083	 14.840930	  0.040000	         3
RGB24 to YUV422P - bt.709 - NON-SSE - avg resampling                            	 14.867408	 14.840930	  0.000000	         4

RGB24 to YUV420P - FR - SSE2/SSSE3 - fast resampling                            	  1.607032	  1.640110	  0.000000	         1
RGB24 to YUV420P - bt.601 - SSE2/SSSE3 - fast resampling                        	  1.638218	  1.560100	  0.040000	         2
RGB24 to YUV420P - bt.709 - SSE2/SSSE3 - fast resampling                        	  1.645162	  1.560100	  0.040000	         2
RGB24 to YUV420P - FR - SSE2 - fast resampling                                  	  3.735419	  3.760240	  0.000000	         3
RGB24 to YUV420P - bt.601 - SSE2 - fast resampling                              	  3.738342	  3.720230	  0.000000	         2
RGB24 to YUV420P - bt.709 - SSE2 - fast resampling                              	  3.762848	  3.760240	  0.000000	         1
RGB24 to YUV420P - FR - NON-SSE - fast resampling                               	 11.010091	 11.000680	  0.040000	         3
RGB24 to YUV420P - bt.601 - NON-SSE - fast resampling                           	 11.011150	 11.000690	  0.040000	         3
RGB24 to YUV420P - bt.709 - NON-SSE - fast resampling                           	 11.079898	 11.080690	  0.000000	         3

RGB24 to v210 - FR - SSE2/SSSE3/SSE41 - fast resampling                         	  2.779789	  2.760170	  0.040000	         4
RGB24 to v210 - bt.601 - SSE2/SSSE3/SSE41 - fast resampling                     	  2.828396	  2.800170	  0.040000	         2
RGB24 to v210 - bt.709 - SSE2/SSSE3/SSE41 - fast resampling                     	  2.784673	  2.800180	  0.000000	         1
RGB24 to v210 - FR - SSE2/SSSE3/SSE41 - avg resampling                          	  3.392497	  3.400210	  0.000000	         1
RGB24 to v210 - bt.601 - SSE2/SSSE3/SSE41 - avg resampling                      	  3.421984	  3.320210	  0.000000	         3
RGB24 to v210 - bt.709 - SSE2/SSSE3/SSE41 - avg resampling                      	  3.438053	  3.480220	  0.000000	         1
RGB24 to v210 - FR - SSE2/SSSE3 - fast resampling                               	  2.849412	  2.800170	  0.080010	         2
RGB24 to v210 - bt.601 - SSE2/SSSE3 - fast resampling                           	  2.918557	  2.840170	  0.040000	         1
RGB24 to v210 - bt.709 - SSE2/SSSE3 - fast resampling                           	  2.915456	  2.920180	  0.000000	         0
RGB24 to v210 - FR - SSE2/SSSE3 - avg resampling                                	  3.578242	  3.560220	  0.000000	         1
RGB24 to v210 - bt.601 - SSE2/SSSE3 - avg resampling                            	  3.668361	  3.640230	  0.040000	         2
RGB24 to v210 - bt.709 - SSE2/SSSE3 - avg resampling                            	  3.643618	  3.640230	  0.000000	         1
RGB24 to v210 - FR - NON-SSE - fast resampling                                  	 12.025560	 12.000750	  0.000000	         3
RGB24 to v210 - bt.601 - NON-SSE - fast resampling                              	 12.023723	 11.960740	  0.000000	         3
RGB24 to v210 - bt.709 - NON-SSE - fast resampling                              	 12.050797	 12.040750	  0.000000	         4
RGB24 to v210 - FR - NON-SSE - avg resampling                                   	 16.216320	 16.201010	  0.000000	         6
RGB24 to v210 - bt.601 - NON-SSE - avg resampling                               	 16.134717	 16.041000	  0.000000	         4
RGB24 to v210 - bt.709 - NON-SSE - avg resampling                               	 16.239139	 16.201010	  0.000000	         4

